City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
90,Faya,SA,18.3851,42.4509,62.71,59,3,0.54,clear sky
91,Hyeres,FR,43.1167,6.1167,63.68,82,0,3.44,clear sky
92,Estelle,US,29.8458,-90.1067,84.99,62,75,5.75,broken clouds
93,Sulina,RO,45.1559,29.6536,50.43,67,20,8.57,few clouds
94,Victoria,HK,22.2855,114.1577,78.33,86,100,1.01,light rain
95,Viedma,AR,-40.8135,-62.9967,87.37,10,1,16.53,clear sky
96,Cherskiy,RU,68.75,161.3,-19.1,100,97,4.52,overcast clouds
97,Khatanga,RU,71.9667,102.5,-2.52,100,99,3.06,overcast clouds
98,Port Blair,IN,11.6667,92.75,80.37,82,63,6.69,broken clouds
99,Biak,ID,-0.9131,122.8766,76.44,84,81,0.69,broken clouds
100,Muisne,EC,0.6,-80.0333,84.31,83,100,9.66,overcast clouds
101,Bethel,US,41.3712,-73.414,61.52,93,100,3.0,light rain
102,Cabo San Lucas,MX,22.8909,-109.9124,90.52,54,3,8.99,clear sky
103,Lompoc,US,34.6391,-120.4579,74.57,54,1,12.66,clear sky
104,Ribeira Grande,PT,38.5167,-28.7,72.0,88,75,18.41,broken clouds
105,Tartagal,AR,-22.5164,-63.8013,96.94,10,3,9.62,clear sky
106,Oga,IT,46.4631,10.347,35.69,88,6,5.03,clear sky
107,Souillac,MU,-20.5167,57.5167,74.35,75,9,12.82,clear sky
108,Qaanaaq,GL,77.484,-69.3632,18.1,94,100,14.45,light snow
109,Pevek,RU,69.7008,170.3133,10.9,93,100,11.9,light snow
110,Banda Aceh,ID,5.5577,95.3222,78.64,82,99,7.87,overcast clouds
111,Shreveport,US,32.5251,-93.7502,84.04,52,90,10.36,overcast clouds
112,Deep River,CA,46.1001,-77.4995,46.15,95,100,8.05,overcast clouds
113,Nouadhibou,MR,20.931,-17.0347,71.58,73,100,19.57,overcast clouds
114,Belaya Gora,RU,68.5333,146.4167,-9.53,100,73,1.99,broken clouds
115,Fortuna,US,40.5982,-124.1573,59.09,71,90,14.0,overcast clouds
116,Longyearbyen,SJ,78.2186,15.6401,13.84,73,20,8.05,few clouds
117,Usinsk,RU,65.9939,57.5281,12.51,97,61,9.46,broken clouds
118,Oranjemund,NA,-28.55,16.4333,61.61,86,2,5.97,clear sky
119,Tarakan,ID,3.3,117.6333,79.99,79,100,1.63,overcast clouds
120,Chokurdakh,RU,70.6333,147.9167,-11.65,99,93,4.63,overcast clouds
121,Mahebourg,MU,-20.4081,57.7,74.25,73,14,14.61,few clouds
122,Watsa,CD,3.0372,29.5355,62.6,98,63,2.84,moderate rain
123,Carutapera,BR,-1.195,-46.02,83.55,72,19,10.83,few clouds
124,Okhotsk,RU,59.3833,143.3,21.74,86,99,6.67,overcast clouds
125,Laguna,US,38.421,-121.4238,66.25,67,90,3.0,overcast clouds
126,Nanortalik,GL,60.1432,-45.2371,36.27,67,83,3.8,broken clouds
127,Cockburn Town,TC,21.4612,-71.1419,82.53,70,93,6.26,overcast clouds
128,Provideniya,RU,64.3833,-173.3,19.51,63,90,0.0,light snow
129,Syntul,RU,55.0033,41.2971,36.55,74,100,10.6,overcast clouds
130,Tiksi,RU,71.6872,128.8694,14.05,95,100,2.55,light snow
131,Anderson,US,34.5334,-82.6499,74.44,50,1,1.01,clear sky
132,Korla,CN,41.7597,86.1469,46.11,42,0,2.51,clear sky
133,Shimoda,JP,34.6667,138.95,61.11,78,82,2.46,broken clouds
134,Auki,SB,-8.7676,160.7034,79.34,81,79,2.28,broken clouds
135,Kruisfontein,ZA,-34.0033,24.7314,65.88,81,100,18.45,overcast clouds
136,Constitucion,CL,-35.3333,-72.4167,63.66,66,28,18.57,scattered clouds
137,Atambua,ID,-9.1061,124.8925,75.88,79,82,1.86,broken clouds
138,Sumbe,AO,-11.2061,13.8437,75.34,78,86,8.43,overcast clouds
139,Pochutla,MX,15.7432,-96.4661,91.81,60,54,8.34,broken clouds
140,Cayenne,GF,4.9333,-52.3333,84.24,80,90,5.99,overcast clouds
141,Castro,BR,-24.7911,-50.0119,72.73,62,100,2.62,overcast clouds
142,Bredasdorp,ZA,-34.5322,20.0403,64.27,82,100,17.27,overcast clouds
143,Sao Filipe,CV,14.8961,-24.4956,79.45,75,79,9.93,broken clouds
144,Pangai,TO,-19.8,-174.35,77.11,69,20,10.36,few clouds
145,Taoudenni,ML,22.6783,-3.9836,91.29,14,96,6.96,overcast clouds
146,Labrea,BR,-7.2586,-64.7981,89.62,48,82,2.33,broken clouds
147,Yanam,IN,16.7333,82.2167,74.25,82,100,3.51,overcast clouds
148,Puerto Ayora,EC,-0.7393,-90.3518,76.96,78,88,11.05,overcast clouds
149,Boyolangu,ID,-8.1181,111.8935,76.15,90,100,3.78,overcast clouds
150,Potiskum,NG,11.7091,11.0694,84.7,20,54,7.05,broken clouds
151,Klaksvik,FO,62.2266,-6.589,52.72,86,100,25.84,overcast clouds
152,Upernavik,GL,72.7868,-56.1549,14.7,50,16,5.57,few clouds
153,Butterworth,MY,5.3991,100.3638,78.84,93,40,0.0,scattered clouds
154,Harper,LR,4.375,-7.7169,77.56,86,100,6.51,overcast clouds
155,Ossora,RU,59.2353,163.0719,20.71,85,82,5.21,broken clouds
156,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,87,24,11.48,few clouds
157,Ilo,PE,-17.6394,-71.3375,65.26,72,0,10.36,clear sky
158,Norman Wells,CA,65.282,-126.8329,28.44,86,75,2.3,light snow
159,Saint-Pierre,RE,-21.3393,55.4781,71.28,69,0,8.05,clear sky
160,Katherine,AU,-14.4667,132.2667,84.52,65,84,6.91,broken clouds
161,Hamilton,US,39.1834,-84.5333,58.95,55,40,3.0,scattered clouds
162,White Rock,CA,49.0164,-122.8026,55.96,83,100,7.0,light rain
163,Bafq,IR,31.6128,55.4107,62.4,21,0,3.74,clear sky
164,Chara,RU,56.9064,118.2631,26.67,77,44,2.93,scattered clouds
165,Maceio,BR,-9.6658,-35.7353,80.04,89,75,13.8,broken clouds
166,Hof,DE,50.3167,11.9167,48.11,89,100,7.0,overcast clouds
167,Lodja,CD,-3.4833,23.4333,70.86,98,99,1.9,moderate rain
168,Ostrovnoy,RU,68.0531,39.5131,29.01,89,100,9.64,overcast clouds
169,Moctezuma,MX,29.8,-109.6667,80.29,37,4,19.08,clear sky
170,Adre,TD,13.4667,22.2,83.61,24,49,3.89,scattered clouds
171,Dongsheng,CN,39.8161,109.9776,38.26,35,82,3.09,broken clouds
172,Lorengau,PG,-2.0226,147.2712,81.45,74,26,5.59,scattered clouds
173,Vanimo,PG,-2.6741,141.3028,76.71,91,51,4.85,heavy intensity rain
174,Kahului,US,20.8947,-156.47,85.26,62,20,5.75,few clouds
175,Wahiawa,US,21.5028,-158.0236,79.12,66,1,6.91,clear sky
176,Lamesa,US,32.7376,-101.951,90.66,16,0,21.36,clear sky
177,Lagoa,PT,39.05,-27.9833,69.75,87,100,27.0,overcast clouds
178,Kaitangata,NZ,-46.2817,169.8464,52.21,96,100,2.44,overcast clouds
179,Talnakh,RU,69.4865,88.3972,13.06,96,100,5.14,overcast clouds
180,Roald,NO,62.5833,6.1333,50.92,76,20,9.22,few clouds
181,San Patricio,US,28.017,-97.5169,89.06,61,100,17.11,overcast clouds
182,Kijang,KR,35.2442,129.2139,51.53,48,100,5.08,overcast clouds
183,Mandalgovi,MN,45.7625,106.2708,36.52,40,0,8.75,clear sky
184,Keti Bandar,PK,24.1447,67.4497,78.53,66,0,9.26,clear sky
185,Dauriya,RU,49.9333,116.8667,31.42,80,0,8.72,clear sky
186,Komsomolskiy,UZ,40.4272,71.7189,51.22,46,98,6.91,overcast clouds
187,Gravdal,NO,68.1214,13.5031,40.89,100,75,3.44,broken clouds
188,Umm Lajj,SA,25.0213,37.2685,79.48,61,0,4.34,clear sky
189,Ko Samui,TH,9.5357,99.9357,81.48,80,90,8.79,overcast clouds
190,Jieshi,CN,22.8134,115.8257,75.94,83,100,16.02,light rain
191,Hutchinson,US,38.0608,-97.9298,66.15,77,90,19.57,overcast clouds
192,Venado,MX,22.9333,-101.0833,77.31,40,100,15.75,overcast clouds
193,Hermagor,AT,46.6272,13.3672,48.9,83,46,3.96,scattered clouds
194,Valparai,IN,10.3667,76.9667,60.57,92,75,2.19,broken clouds
195,Haines Junction,CA,60.7522,-137.5108,21.15,86,100,1.14,overcast clouds
196,Svetlyy,RU,54.675,20.1347,48.25,88,96,17.87,overcast clouds
197,Americus,US,32.0724,-84.2327,73.53,43,0,8.05,clear sky
198,Berezovyy,RU,51.6667,135.7,38.68,82,100,1.63,overcast clouds
199,Yumen,CN,40.2833,97.2,37.18,68,0,5.59,clear sky
200,Barth,DE,54.3635,12.7249,54.1,66,100,16.67,overcast clouds
201,San Jeronimito,MX,17.55,-101.3333,84.43,73,100,3.62,overcast clouds
202,Fort Nelson,CA,58.8053,-122.7002,31.59,93,90,2.3,overcast clouds
203,Esmeraldas,BR,-19.7625,-44.3139,80.71,81,81,6.69,broken clouds
204,Olafsvik,IS,64.8945,-23.7142,43.11,73,100,26.26,overcast clouds
205,Kita,ML,13.0349,-9.4895,82.13,59,69,3.04,broken clouds
206,Hohhot,CN,40.8106,111.6522,28.69,69,0,6.71,clear sky
207,Amga,RU,60.8953,131.9608,30.76,93,100,1.34,overcast clouds
208,Touros,BR,-5.1989,-35.4608,81.5,70,13,15.17,few clouds
209,Kodiak,US,57.79,-152.4072,40.28,65,90,14.97,overcast clouds
210,Colares,PT,38.7992,-9.4469,68.29,53,0,5.01,clear sky
211,Namatanai,PG,-3.6667,152.4333,80.08,79,90,6.22,overcast clouds
212,Krasnaya Polyana,RU,56.242,51.1442,32.79,82,99,7.43,overcast clouds
213,San Juan,AR,-31.5375,-68.5364,96.22,6,2,7.65,clear sky
214,Porto Novo,BJ,6.4965,2.6036,80.42,82,60,5.32,broken clouds
215,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,73,40,7.0,scattered clouds
216,Portel,BR,-1.9356,-50.8211,84.9,71,46,2.26,scattered clouds
217,Sibi,PK,29.5448,67.8764,73.47,36,0,3.53,clear sky
218,Shasta Lake,US,40.6804,-122.3708,56.08,91,100,1.99,overcast clouds
219,Onega,RU,63.9061,38.1404,39.15,98,100,8.61,overcast clouds
220,Samarai,PG,-10.6167,150.6667,81.07,80,73,8.7,broken clouds
221,Katsuura,JP,35.1333,140.3,60.91,72,100,7.96,overcast clouds
222,Kavieng,PG,-2.5744,150.7967,81.64,73,73,0.49,broken clouds
223,Tabou,CI,4.423,-7.3528,77.41,87,100,6.87,overcast clouds
224,Margate,GB,51.3813,1.3862,59.04,82,98,1.99,overcast clouds
225,Guanica,PR,17.9716,-66.908,89.26,65,72,8.01,broken clouds
226,Leirvik,NO,59.7798,5.5005,51.62,85,100,16.93,light rain
227,Kamyshin,RU,50.0983,45.416,34.16,51,12,7.78,few clouds
228,Oistins,BB,13.0667,-59.5333,86.09,66,20,18.41,few clouds
229,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.48,72,25,12.12,scattered clouds
230,San Pedro,PH,14.35,121.0167,78.35,90,40,0.0,scattered clouds
231,Kant,IN,27.8,79.8,66.83,63,0,5.61,clear sky
232,Severo-Kurilsk,RU,50.6789,156.125,43.07,88,100,3.78,overcast clouds
233,Yichun,CN,47.7,128.9,31.98,90,4,3.31,clear sky
234,Ketchikan,US,55.3422,-131.6461,46.87,81,90,16.11,moderate rain
235,Shitanjing,CN,39.2342,106.3439,44.71,37,100,1.88,overcast clouds
236,Ponta Delgada,PT,37.7333,-25.6667,70.52,83,75,14.97,broken clouds
237,Fayaoue,NC,-20.65,166.5333,75.67,81,60,12.35,broken clouds
238,Tessalit,ML,20.1986,1.0114,86.92,15,19,8.81,few clouds
239,Narsaq,GL,60.9167,-46.05,39.42,61,17,5.97,few clouds
240,Parsons,US,37.3403,-95.2611,72.86,60,11,20.51,few clouds
241,Blackwater,AU,-23.5833,148.8833,70.05,89,14,6.96,few clouds
242,Salaga,GH,8.5508,-0.5188,80.8,70,100,5.61,overcast clouds
243,Redmond,US,47.674,-122.1215,56.66,84,100,1.01,light rain
244,Port Lincoln,AU,-34.7333,135.8667,65.34,62,98,10.33,overcast clouds
245,Richards Bay,ZA,-28.783,32.0377,67.06,92,100,4.12,light rain
246,Parkes,AU,-33.1333,148.1833,48.34,69,6,5.21,clear sky
247,El Jicaro,GT,14.9167,-89.9,96.33,63,67,2.53,broken clouds
248,Gigmoto,PH,13.7796,124.39,78.76,88,90,8.41,overcast clouds
249,Surt,LY,31.2089,16.5887,73.78,68,19,12.57,few clouds
250,Hovd,MN,48.0056,91.6419,35.65,39,0,4.54,clear sky
251,Yerazgavors,AM,40.7,43.75,30.97,59,0,0.0,clear sky
252,San Cristobal,VE,7.7669,-72.225,77.18,64,82,5.55,broken clouds
253,Mingyue,CN,43.1069,128.9217,40.86,75,0,8.68,clear sky
254,Itarema,BR,-2.9248,-39.9167,82.11,70,5,18.21,clear sky
255,Gao,ML,16.6362,1.637,88.74,11,4,8.68,clear sky
256,Opuwo,NA,-18.0607,13.84,72.28,22,27,8.95,scattered clouds
257,Hay River,CA,60.8156,-115.7999,40.98,93,75,6.91,broken clouds
258,Carauari,BR,-4.8828,-66.8958,81.77,78,69,2.68,broken clouds
259,Port Hardy,CA,50.6996,-127.4199,48.38,93,90,11.5,shower rain
260,Priverno,IT,41.4691,13.1856,62.58,90,100,2.77,overcast clouds
261,Mitsamiouli,KM,-11.3847,43.2844,78.78,80,78,5.55,broken clouds
262,Stornoway,GB,58.2093,-6.3865,53.56,82,100,12.66,overcast clouds
263,Chapais,CA,49.7834,-74.8492,47.98,52,100,8.59,overcast clouds
264,Sisimiut,GL,66.9395,-53.6735,20.75,61,62,10.33,broken clouds
265,Totness,SR,5.8833,-56.3167,80.6,84,93,8.19,overcast clouds
266,Bandarbeyla,SO,9.4942,50.8122,78.06,79,8,4.18,clear sky
267,Eenhana,NA,-17.4667,16.3333,80.44,31,87,4.85,overcast clouds
268,Mitu,CO,1.1983,-70.1733,80.19,89,96,1.92,overcast clouds
269,Tevaitoa,PF,-16.7833,-151.5,78.12,76,46,6.67,scattered clouds
270,Varadero,CU,23.1536,-81.2514,86.76,73,100,8.21,overcast clouds
271,Barpathar,IN,26.3,93.8667,68.09,93,0,0.22,clear sky
272,Pathein,MM,16.7833,94.7333,74.75,93,54,1.5,broken clouds
273,Zakamensk,RU,50.3741,103.2863,32.61,68,8,2.84,clear sky
274,San Isidro,PE,-12.1167,-77.05,68.25,51,75,1.01,broken clouds
275,Suzdal,RU,56.4281,40.4414,36.36,77,100,11.83,overcast clouds
276,Innisfail,AU,-17.5333,146.0333,75.83,74,91,1.14,overcast clouds
277,Mount Isa,AU,-20.7333,139.5,69.57,56,66,0.0,light rain
278,Chicama,PE,-7.8447,-79.1469,63.14,59,85,10.25,overcast clouds
279,Paripiranga,BR,-10.6875,-37.8617,79.59,52,6,15.37,clear sky
280,Pisco,PE,-13.7,-76.2167,68.05,64,0,21.85,clear sky
281,Wajima,JP,37.4,136.9,58.78,77,100,5.99,overcast clouds
282,Georgetown,MY,5.4112,100.3354,78.73,93,40,0.0,scattered clouds
283,Verkhnyaya Inta,RU,65.9811,60.3094,20.1,93,100,12.21,light snow
284,Saint-Francois,FR,46.4154,3.9054,45.68,93,0,2.3,clear sky
285,Hastings,GB,50.8552,0.5729,60.3,82,99,19.28,overcast clouds
286,Yangambi,CD,0.8102,24.4336,71.56,94,99,1.74,light rain
287,Port Macquarie,AU,-31.4333,152.9167,62.38,100,11,0.0,few clouds
288,Urumqi,CN,43.801,87.6005,36.55,65,0,4.47,clear sky
289,Mar Del Plata,AR,-38.0023,-57.5575,71.62,71,0,8.01,clear sky
290,Grand-Santi,GF,4.25,-54.3833,90.79,47,76,2.19,broken clouds
291,Namibe,AO,-15.1961,12.1522,64.89,79,28,8.41,scattered clouds
292,Varhaug,NO,58.6147,5.6457,48.88,92,100,21.52,light rain
293,Husavik,IS,66.0449,-17.3389,39.11,90,100,18.05,overcast clouds
294,Hella,NO,67.2,14.4333,44.74,95,75,6.91,broken clouds
295,Fairbanks,US,64.8378,-147.7164,30.22,92,90,0.0,mist
296,Humaita,BR,-7.5061,-63.0208,80.74,75,100,2.89,overcast clouds
297,Sangar,RU,63.9242,127.4739,20.8,96,100,5.39,overcast clouds
298,Binzhou,CN,37.3667,118.0167,51.85,74,0,4.45,clear sky
299,Ixtapa,MX,20.7,-105.2,86.23,78,64,4.0,broken clouds
300,Kinel-Cherkassy,RU,53.4706,51.4743,32.63,68,82,11.52,broken clouds
301,College,US,64.8569,-147.8028,30.2,92,90,0.0,mist
302,Anadyr,RU,64.75,177.4833,-3.5,76,0,8.01,clear sky
303,Kodinsk,RU,58.6881,99.1844,36.32,83,100,12.06,overcast clouds
304,Salme,NP,28.0369,85.0942,55.69,72,0,5.75,clear sky
305,San Policarpo,PH,12.1791,125.5072,79.83,84,53,8.79,broken clouds
306,Caravelas,BR,-17.7125,-39.2481,77.79,81,10,8.39,clear sky
307,Cairns,AU,-16.9167,145.7667,76.95,73,90,0.0,overcast clouds
308,Rudnogorsk,RU,57.2639,103.7519,31.01,90,100,3.6,overcast clouds
309,Sitka,US,57.0531,-135.33,46.29,76,75,4.61,light rain
310,Lasa,IT,46.6166,10.7002,40.37,87,16,4.38,few clouds
311,Luganville,VU,-15.5333,167.1667,79.83,82,11,2.33,few clouds
312,Saint-Augustin,CA,51.226,-58.6502,45.81,55,1,4.21,clear sky
313,Lavrentiya,RU,65.5833,-171.0,12.2,78,59,6.69,broken clouds
314,Udachnyy,RU,66.4167,112.4,0.45,100,93,5.28,overcast clouds
315,Glodeni,MD,47.7708,27.5144,47.08,68,0,11.63,clear sky
316,Tuatapere,NZ,-46.1333,167.6833,55.58,93,85,1.99,overcast clouds
317,Kirovsk,UA,48.6375,38.6428,36.18,42,14,4.65,few clouds
318,Cooma,AU,-36.2333,149.1333,40.77,100,90,8.05,overcast clouds
319,Villazon,BO,-22.0866,-65.5942,60.91,11,25,27.2,scattered clouds
320,Saint Marys,US,30.7305,-81.5465,87.06,55,1,5.01,clear sky
321,Batagay-Alyta,RU,67.8006,130.4114,4.33,87,100,4.54,overcast clouds
322,Preobrazheniye,RU,42.9019,133.9064,51.24,83,99,4.29,overcast clouds
323,Maraba,BR,-5.3686,-49.1178,78.98,94,75,4.61,moderate rain
324,Dunedin,NZ,-45.8742,170.5036,53.46,96,100,4.52,overcast clouds
325,Pudozh,RU,61.8099,36.5345,41.68,96,100,10.0,overcast clouds
326,Ginda,IN,30.6945,78.4932,48.24,46,0,6.89,clear sky
327,Sur,OM,22.5667,59.5289,79.39,76,0,10.74,clear sky
328,Isangel,VU,-19.55,169.2667,75.31,88,10,9.22,clear sky
329,Grand Gaube,MU,-20.0064,57.6608,74.37,69,2,8.99,clear sky
330,Tochio,JP,37.4667,139.0,49.55,95,70,4.07,broken clouds
331,Beringovskiy,RU,63.05,179.3167,8.4,96,100,23.02,light snow
332,Saint Anthony,US,45.0205,-93.218,58.14,47,1,5.01,clear sky
333,Verkhoyansk,RU,67.5447,133.385,-1.05,98,100,1.19,overcast clouds
334,Bulqize,AL,41.4917,20.2219,39.52,63,0,6.11,clear sky
335,Shingu,JP,33.7333,135.9833,60.31,75,96,4.29,overcast clouds
336,Mbalmayo,CM,3.5167,11.5,69.06,98,100,2.15,overcast clouds
337,Ures,MX,29.4333,-110.4,81.52,40,0,12.64,clear sky
338,Madisonville,US,37.3281,-87.4989,63.66,52,0,1.99,clear sky
339,Santiago Del Estero,AR,-27.7951,-64.2615,99.81,5,0,17.9,clear sky
340,Kavaratti,IN,10.5669,72.642,82.09,73,100,15.23,overcast clouds
341,Kabalo,CD,-6.05,26.9167,72.14,83,44,4.38,scattered clouds
342,Phangnga,TH,8.4509,98.5298,78.84,94,96,3.4,overcast clouds
343,Bubaque,GW,11.2833,-15.8333,82.24,74,100,9.42,overcast clouds
344,Uyemskiy,RU,64.4743,40.8524,30.25,93,90,6.71,light shower snow
345,Broken Hill,AU,-31.95,141.4333,60.51,17,4,9.22,clear sky
346,Buala,SB,-8.145,159.5921,80.98,79,72,5.26,broken clouds
347,Trincomalee,LK,8.5711,81.2335,81.66,72,100,7.16,overcast clouds
348,Vuktyl,RU,63.8567,57.3094,19.6,89,17,4.27,few clouds
349,Acarau,BR,-2.8856,-40.12,82.58,70,5,19.89,clear sky
